# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "data/afum_ann.gff" "-o" "feature_counts/control_3/control_3_counts.txt" "star_align/control_3/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_align/control_3/Aligned.sortedByCoord.out.bam
Afu3g04000	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1137717;1138264;1138811;1139015	1138201;1138752;1138952;1139398	+;+;+;+	1500	108
Afu2g14760	Chr2_A_fumigatus_Af293	3887424	3889722	-	2299	588
Afu3g00720	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	163867;165181	165126;165288	+;+	1368	710
Afu4g13060	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3419908;3420558;3420803;3421006;3421136;3421322;3421517;3421682;3421953;3422153;3422289;3422403;3422546;3422675	3420340;3420661;3420947;3421086;3421266;3421452;3421615;3421889;3422100;3422229;3422349;3422479;3422617;3423522	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2615	38
Afu6g12400	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3126263;3126825;3132156;3132391	3126768;3132107;3132316;3133108	-;-;-;-	6668	11720
Afu8g06335	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1514931;1515696;1515800;1516283	1515647;1515749;1516228;1517081	-;-;-;-	1999	13
Afu4g00740	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	198243;198777;199202;199601	198712;198881;199429;199838	+;+;+;+	1041	1
Afu2g03810	Chr2_A_fumigatus_Af293	1011228	1012691	-	1464	481
Afu3g14200	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3775805;3775908	3775858;3776354	-;-	501	4
Afu2g06060	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1713004;1713301;1713653;1713808	1713223;1713579;1713742;1714478	+;+;+;+	1260	220
Afu7tG(UCC)3	Chr7_A_fumigatus_Af293	220338	220409	+	72	0
Afu7g05480	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1322579;1323045;1325605	1322989;1325541;1326028	+;+;+	3332	389
Afu6g03660	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	799968;800301	800252;802463	+;+	2448	1133
Afu1g05460	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1562406;1562657	1562510;1563286	+;+	735	310
Afu5g05760	Chr5_A_fumigatus_Af293	1343281	1344012	+	732	468
Afu2g08940	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2295645;2296655	2296592;2298108	+;+	2402	271
Afu4g04110	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1155384;1155884;1157194	1155829;1157135;1158858	+;+;+	3363	859
Afu4g06910	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1789863;1790208;1790301;1790475;1790677;1791242	1790114;1790241;1790389;1790505;1791179;1791391	+;+;+;+;+;+	1059	18434
Afu7g07020	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1720679;1720996	1720834;1721091	-;-	252	0
Afu2g06040	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1706470;1706757;1706915	1706701;1706845;1708794	+;+;+	2201	1978
Afu5g01030	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	266294;266546;266868;267314	266496;266834;267248;270326	-;-;-;-	3886	950
Afu6g14570	Chr6_A_fumigatus_Af293	3717147	3719012	-	1866	0
Afu3g04270	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1210791;1215853	1212710;1216049	+;+	2117	870
Afu1g07380	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2083993;2084555;2090630;2090754	2084481;2090567;2090670;2092229	-;-;-;-	8019	27874
Afu5g07800	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1954043;1954922;1955599;1955962	1954165;1955126;1955802;1956749	+;+;+;+	1320	1527
Afu2g09140	Chr2_A_fumigatus_Af293	2344990	2345777	-	788	1421
Afu3g14880	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3933939;3934317	3934256;3935105	+;+	1107	401
Afu6g09470	Chr6_A_fumigatus_Af293	2302433	2306254	-	3822	4
Afu8g00595	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	140560;140755;140948	140723;140897;141099	+;+;+	459	1
Afu4g13270	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3474076;3474775;3475232	3474724;3475133;3476017	-;-;-	1794	1634
Afu5g01560	Chr5_A_fumigatus_Af293	402386	402604	-	219	32
Afu1g15770	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4261643;4262205	4262135;4263076	+;+	1365	111
Afu1g00330	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	88949;89067	89018;89191	+;+	195	0
Afu2g09690	Chr2_A_fumigatus_Af293	2485861	2486686	-	826	141
Afu3g12050	Chr3_A_fumigatus_Af293	3170900	3171985	-	1086	195
Afu3g01345	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	327912;328342	328276;328995	-;-	1019	13
Afu2g16510	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4407028;4408113	4408061;4409858	+;+	2780	705
Afu8g00100	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	2845;3451;3817;4564	3375;3725;4503;4875	-;-;-;-	1805	137
Afu6g03835	Chr6_A_fumigatus_Af293	843248	843352	+	105	39
Afu3g09920	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2544010;2544778	2544696;2545087	-;-	997	142
Afu4g12120	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3184669;3185117;3185487;3186099;3186337	3185035;3185427;3186041;3186278;3186752	+;+;+;+;+	1829	600
Afu4g08370	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2166071;2167039	2166978;2167330	-;-	1200	1913
Afu8g05790	Chr8_A_fumigatus_Af293	1377541	1378281	+	741	304
Afu1g07200	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2044078;2044248;2044375;2045686;2045842	2044164;2044321;2045620;2045744;2046478	-;-;-;-;-	2103	3194
Afu6g05070	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1203843;1205322;1205670	1205257;1205614;1205812	-;-;-	1851	192
Afu2g09580	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	2453892;2454438;2454948	2454371;2454857;2455043	-;-;-	996	31
Afu5g11245	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2880458;2880845;2880964	2880795;2880912;2881313	+;+;+	756	45
Afu5g08180	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2071324;2072198	2072139;2072284	-;-	903	2143
Afu3g07155	Chr3_A_fumigatus_Af293	1798707	1799285	-	579	32
Afu1g11820	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3110596;3111307;3111628;3111783;3112365;3112637	3111238;3111578;3111728;3112310;3112515;3112648	-;-;-;-;-;-	1707	13
Afu1g10700	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2792855;2793315;2793498;2793740;2793819	2793250;2793437;2793626;2793765;2793876	-;-;-;-;-	732	444
Afu7g08650	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	2048839;2049611;2049984;2050941;2051617;2052015;2052631;2053774;2054705	2049560;2049919;2050881;2051552;2051961;2052608;2053706;2054638;2055061	-;-;-;-;-;-;-;-;-	5778	613
Afu3g15250	Chr3_A_fumigatus_Af293	4007787	4009658	+	1872	149
Afu3g10470	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2709755;2710115;2710746;2711059	2709988;2710686;2711003;2711436	-;-;-;-	1442	851
Afu8g00590	Chr8_A_fumigatus_Af293	137459	139970	+	2512	359
Afu4g13430	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3513195;3514412;3514536	3514354;3514481;3515036	-;-;-	1731	101
Afu1g12740	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3369727;3369818	3369749;3370001	+;+	207	831
Afu7g00640	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	173331;174106;174469	174056;174307;174623	-;-;-	1083	5
Afu4g08830	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2293666;2296905;2297211	2296848;2297159;2299969	+;+;+	6197	540
Afu4g13230	Chr4_A_fumigatus_Af293	3465687	3467387	+	1701	118
Afu5g06930	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1713309;1714007	1713868;1714835	-;-	1389	319
Afu1g12440	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3279941;3280868	3280819;3280921	-;-	933	68
Afu6g12920	Chr6_A_fumigatus_Af293	3260992	3261477	-	486	492
Afu3g06480	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1599179;1600795;1601224;1601479	1600732;1601168;1601423;1602253	+;+;+;+	2903	369
Afu5g14900	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3851274;3852153	3852099;3852983	+;+	1657	1644
Afu5g09880	Chr5_A_fumigatus_Af293	2559600	2559755	+	156	1
Afu5g13300	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3496895;3497423;3497731;3498060;3499087	3497372;3497671;3498008;3499017;3499105	-;-;-;-;-	1982	92
Afu4g13480	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3528356;3528444;3528571;3528862	3528415;3528527;3528725;3528967	-;-;-;-	405	258
Afu1g02140	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	632299;636976	636919;637193	-;-	4839	843
Afu2g14950	Chr2_A_fumigatus_Af293	3938973	3941225	-	2253	315
Afu3g07090	Chr3_A_fumigatus_Af293	1777152	1777504	-	353	0
Afu2g05440	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1522761;1523056;1523321;1523730	1523000;1523135;1523516;1524497	+;+;+;+	1284	800
Afu3g05720	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1392752;1395176	1395110;1397962	+;+	5146	1373
Afu2g01960	Chr2_A_fumigatus_Af293	488428	489776	-	1349	26
Afu1g07110	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2017332;2018010;2018408;2018563;2018716;2018907;2019020	2017957;2018343;2018501;2018650;2018812;2018957;2019922	-;-;-;-;-;-;-	2193	2091
Afu4tG(GCC)6	Chr4_A_fumigatus_Af293	2412535	2412605	-	71	0
Afu3g05610	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1362599;1363447	1363349;1363936	-;-	1241	572
Afu3g03650	Chr3_A_fumigatus_Af293	984524	985347	-	824	167
Afu2g17670	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4711020;4711516	4711348;4711564	+;+	378	4
Afu6g14610	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3725328;3727162	3727115;3728084	+;+	2711	3
Afu6g02200	Chr6_A_fumigatus_Af293	383803	386150	+	2348	365
Afu4g11080	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2890806;2891664;2891993;2892182;2892503;2893816;2894117	2891611;2891938;2892122;2892442;2893747;2893943;2894438	-;-;-;-;-;-;-	3167	8044
Afu1g08810	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2275386;2276179;2276813;2277138;2278516	2275966;2276723;2277072;2278463;2279086	+;+;+;+;+	3283	2016
Afu3g10330	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2676312;2676697	2676552;2677043	+;+	588	590
Afu3g12460	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3288548;3289809	3289746;3292095	+;+	3486	416
Afu1g10497	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2735182;2735751;2735935	2735685;2735864;2736000	-;-;-	684	408
Afu2g15610	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4117694;4118938;4122956	4118868;4122895;4123583	+;+;+	5761	2175
Afu1g00560	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	180463;181641;181894;182014	181582;181842;181950;182160	+;+;+;+	1526	1089
Afu6g02020	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	317567;319303	319239;319738	-;-	2109	6962
Afu6g00500	Chr6_A_fumigatus_Af293	123693	124652	+	960	65
Afu7g08570	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1995330;1995887;1996526;1996730	1995840;1996315;1996620;1996770	-;-;-;-	1076	12
Afu5g15040	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3891893;3893673;3894101;3894588;3894857	3893599;3894028;3894534;3894795;3895481	-;-;-;-;-	3330	1081
Afu7g03640	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	776620;779393;779668;780107;780356;780526	779344;779621;780051;780303;780474;780527	-;-;-;-;-;-	3656	1785
Afu3g08580	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2200033;2200211;2200450;2200545;2200718;2200934;2201100	2200149;2200227;2200487;2200617;2200824;2201046;2201244	+;+;+;+;+;+;+	610	2742
Afu3g10150	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2616389;2617512	2617446;2619216	+;+	2763	629
Afu2g04490	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1234140;1235507	1235425;1236047	-;-	1827	316
Afu5g10350	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2646786;2647026	2646883;2647149	-;-	222	0
Afu4g04710	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1324151;1325183	1325091;1327562	-;-	3321	1112
Afu3g13600	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3592381;3593374;3593757	3593304;3593663;3594486	+;+;+	1944	58
Afu1g13820	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3689012;3690072;3690433	3690010;3690381;3690635	+;+;+	1512	11
Afu2g13780	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3587763;3592054;3592168	3592003;3592116;3592330	-;-;-	4467	2238
Afu1g09210	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2390849;2392806;2393129;2393273;2393426	2392756;2393054;2393204;2393322;2393497	-;-;-;-;-	2355	643
Afu3g15030	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3962466;3962838;3963330	3962620;3963283;3963868	+;+;+	1140	1
Afu5g11100	Chr5_A_fumigatus_Af293	2841772	2842922	-	1151	1238
Afu1g07680	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2166607;2166854;2167012	2166801;2166961;2168105	+;+;+	1397	691
Afu2g18040	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4793606;4793791;4793970	4793692;4793908;4795120	-;-;-	1356	96
Afu1g14870	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3986218;3986421;3986869	3986345;3986791;3988403	+;+;+	2034	145
Afu5g02020	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	519080;519436	519376;520101	+;+	963	185
Afu2tW(CCA)3	Chr2_A_fumigatus_Af293	1690648	1690720	-	73	0
Afu2g06330	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1817196;1817421;1817525;1817646;1817853;1818175;1819922	1817358;1817474;1817592;1817786;1818126;1819861;1820472	+;+;+;+;+;+;+	2938	1456
Afu4g00950	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	256075;257392;257832	257333;257777;258106	-;-;-	1920	282
Afu8g05340	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1244344;1244676;1245081	1244616;1244974;1245123	-;-;-	615	195
Afu2g11710	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3005075;3006369	3006298;3006602	-;-	1458	471
Afu8g06300	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	1505556;1507444	1507173;1507908	+;+	2083	6
Afu7g05420	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1301653;1302250;1302689	1302080;1302622;1303010	+;+;+	1123	1500
Afu5g01910	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	485997;486747	486686;487013	-;-	957	1347
Afu2g00660	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	144249;144922;145109;145280;147575;148211;148297	144875;145061;145232;147520;148144;148245;148591	-;-;-;-;-;-;-	4032	1124
Afu1g16160	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4396142;4396407;4396582	4396359;4396518;4396734	+;+;+	483	147
Afu4g12040	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3164109;3164524;3166320	3164449;3166239;3167201	-;-;-	2939	167
Afu2g01350	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	324375;325993	325936;326498	+;+	2068	250
Afu3g14540	Chr3_A_fumigatus_Af293	3853204	3853746	-	543	59376
Afu5g10290	Chr5_A_fumigatus_Af293	2638193	2639174	+	982	10
Afu1g16490	Chr1_A_fumigatus_Af293	4473755	4474696	-	942	127
Afu3g02220	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	549907;550001;550145;550342	549938;550081;550247;550530	-;-;-;-	405	198
Afu6g04440	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	1013646;1013872	1013808;1016149	+;+	2441	361
Afu6g14620	Chr6_A_fumigatus_Af293	3733268	3734788	+	1521	11
Afu5g02990	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	797458;797987;798662	797922;798569;799870	+;+;+	2257	749
Afu7g07120	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1750740;1751051;1751675;1751899	1750907;1751488;1751851;1752387	-;-;-;-	1272	18
Afu2g12490	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3206166;3206463	3206176;3208689	+;+	2238	480
Afu2g05620	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1565153;1567258	1567198;1567800	+;+	2589	1051
Afu1g01380	Chr1_A_fumigatus_Af293	453032	453946	-	915	339
Afu6g03460	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	740463;740950	740901;743301	+;+	2791	2698
Afu3g08840	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2262045;2262315;2262423;2262794;2263190;2264217;2264863;2266011	2262237;2262364;2262742;2263129;2264156;2264812;2265950;2266262	+;+;+;+;+;+;+;+	3802	4069
Afu2g01250	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	293643;293953;294126;294343;294517;294749;294898;295064;295277;295531	293874;294066;294280;294465;294689;294836;295003;295223;295474;295759	+;+;+;+;+;+;+;+;+;+	1578	988
Afu4g03710	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1039559;1040294;1040601;1040709;1041444	1040247;1040553;1040653;1041386;1041533	+;+;+;+;+	1770	36
Afu1g00240	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	59371;59499	59413;59752	-;-	297	25
Afu4g03270	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	926971;927382;927570	927318;927528;927665	+;+;+	591	1
Afu3g06490	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1603185;1606179	1606070;1606351	-;-	3059	667
Afu1g12460	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3283332;3283773	3283716;3284642	+;+	1255	167
Afu1g15940	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4323079;4323691;4324991;4325216	4323639;4324934;4325157;4326029	-;-;-;-	2786	1210
Afu1g07480	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2109870;2110144	2110082;2111253	+;+	1323	29910
Afu4g03600	Chr4_A_fumigatus_Af293	1015908	1016675	-	768	115
Afu3g07480	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1875502;1875766;1876223;1876349;1876603;1876713;1877110	1875669;1876085;1876298;1876551;1876663;1877059;1878141	+;+;+;+;+;+;+	2207	944
Afu1g09700	Chr1_A_fumigatus_Af293	2516756	2517415	+	660	288
Afu3g06230	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1535979;1537115;1537313;1537462;1537711	1537061;1537244;1537403;1537649;1538553	+;+;+;+;+	2335	87
Afu6g00610	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	153581;153828;154006	153761;153941;154254	-;-;-	544	0
Afu2g07430	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1890663;1892814;1894147	1892710;1894049;1894885	+;+;+	4023	867
Afu1g14020	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3747443;3747732;3749499;3749688	3747663;3749446;3749623;3749993	-;-;-;-	2367	953
Afu1g00280	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	74434;74794	74740;76331	+;+	1845	4
Afu7g05130	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1210734;1211123;1211315;1211492;1212001	1211070;1211249;1211438;1211943;1212725	+;+;+;+;+	1765	168
Afu8g02610	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	690919;691435;691933;692374	691386;691880;692317;693018	+;+;+;+	1944	3
